"","season","first_cycling_team_id","team_name","uci_division_name"
"461",2024,39412,"Guidon Chalettois","Men's Junior"
"462",2024,40422,"Guidon Decazevillois","Men's Junior"
"463",2024,40421,"Guidon Machecoulais","Men's Junior"
"464",2024,40991,"Gujarat","Men's Junior"
"465",2024,41297,"Gunma Grifin Elite","Men's Junior"
"466",2024,41278,"Gunma Grifin Racing Team","Men's Junior"
"467",2024,41310,"H.H.C","Men's Junior"
"468",2024,40886,"Hamilton Wheelers C.C Jr.","Men's Junior"
"469",2024,40878,"Hamilton Wheelers CC","Men's Junior"
"470",2024,40992,"Haryana","Men's Junior"
"471",2024,40842,"Hawthorn Cycling Club","Men's Junior"
"472",2024,39413,"Hexagone-Corbas Lyon Métropole","Men's Junior"
"473",2024,40367,"High Level-GSport","Men's Junior"
"474",2024,41178,"Hollard Insurance","Men's Junior"
"475",2024,41177,"Hollard Life","Men's Junior"
"476",2024,39684,"Hopplà - Petroli Firenze - Don Camillo","Men's Junior"
"477",2024,41033,"Hostal Latorre-Ederlan","Men's Junior"
"478",2024,39480,"Hubo-Remotive Cycling Team","Men's Junior"
"479",2024,41249,"Huesca la Magia-Renault","Men's Junior"
"480",2024,41254,"Hunt Your Glory","Men's Junior"
"481",2024,41133,"Hyundai Mobikorea","Men's Junior"
"482",2024,40748,"IBuilt Racing","Men's Junior"
"483",2024,40819,"Igname Shinano Yamagata","Men's Junior"
"484",2024,41016,"Ijes Solar-High Level","Men's Junior"
"485",2024,40258,"Illes Balears-Arabay Team elite","Men's Junior"
"486",2024,40962,"Inagi Fiets Classact","Men's Junior"
"487",2024,41379,"Ind-Antioquia","Men's Junior"
"488",2024,41378,"Ind-Antioquia","Men's Junior"
"489",2024,41165,"Independiente","Men's Junior"
"490",2024,40904,"Infinity Bikes","Men's Junior"
"491",2024,40948,"Inteja Imca-Ridea DCT","Men's Junior"
"492",2024,41107,"Ipswich CC","Men's Junior"
"493",2024,39427,"Isatis Cycling Team","Men's Junior"
"494",2024,40880,"Isotech-Suministros Dama","Men's Junior"
"495",2024,41337,"iSpeed Racing","Men's Junior"
"496",2024,39453,"Issoire Cyclisme Compétition","Men's Junior"
"497",2024,41386,"Istanbul Yurdun SK","Men's Junior"
"498",2024,41001,"J &amp; K","Men's Junior"
"499",2024,41243,"JEA Construcciones Pergamino","Men's Junior"
"500",2024,40796,"Jeunesse Cycliste 231","Men's Junior"
"501",2024,40960,"Jeunesse Cycliste Abymes","Men's Junior"
"502",2024,41369,"JF Cunit-Proton","Men's Junior"
"503",2024,40909,"JG Deportes","Men's Junior"
"504",2024,41209,"JIN CYCLING TEAM","Men's Junior"
"505",2024,41239,"Juan Giner-Ulevel-Vitaldinsport","Men's Junior"
"506",2024,40983,"Jujuy Somos Todos","Men's Junior"
"507",2024,40419,"Jura Cyclisme","Men's Junior"
"508",2024,40672,"Jurvan Voima","Men's Junior"
"509",2024,41330,"Kaneda BODY TALKING","Men's Junior"
"510",2024,40988,"Karnataka","Men's Junior"
"511",2024,41307,"Katasei Compagno","Men's Junior"
"512",2024,41086,"Kaze Factory Racing","Men's Junior"
"513",2024,40294,"KDM-Pack Cycling Team","Men's Junior"
"514",2024,41301,"Keio University","Men's Junior"
"515",2024,40998,"Kerala","Men's Junior"
"516",2024,41051,"Kingdom Racing","Men's Junior"
"517",2024,40283,"Knippcycling - Schär Gärten Racing Team","Men's Junior"
"518",2024,41189,"Kogi","Men's Junior"
"519",2024,40875,"Kulture-SPD","Men's Junior"
"520",2024,41275,"Kwazulu Natal","Men's Junior"
"521",2024,40676,"La Guaira Bandes","Men's Junior"
"522",2024,41150,"La Luz CT","Men's Junior"
"523",2024,40690,"La Mafia del Kom","Men's Junior"
"524",2024,40416,"La Motte-Servolex Cyclisme","Men's Junior"
"525",2024,40383,"Laboral Kutxa","Men's Junior"
"526",2024,41235,"Las Flores","Men's Junior"
"527",2024,40864,"Launceston City CC","Men's Junior"
"528",2024,41340,"Legion of Los Angeles elite","Men's Junior"
"529",2024,41184,"Lenso CT","Men's Junior"
"530",2024,40789,"Lescar VS","Men's Junior"
"531",2024,41151,"Libertad F.C.Salto","Men's Junior"
"532",2024,41157,"Libre-Fed.Canelones","Men's Junior"
"533",2024,41156,"Libre-Fed.Cerro Largo","Men's Junior"
"534",2024,41153,"Libre-Fed.Paysandú","Men's Junior"
"535",2024,41154,"Libre-Fed.Tacuarembó","Men's Junior"
"536",2024,41158,"Libre-Fed.Treinta y Tres","Men's Junior"
"537",2024,41381,"Liciclismo Bolivar","Men's Junior"
"538",2024,41377,"Liga Bogota","Men's Junior"
"539",2024,40977,"Liga Caldense de Ciclismo","Men's Junior"
"540",2024,41376,"Liga de Boyacá","Men's Junior"
"541",2024,41382,"Liga del Atlantico","Men's Junior"
"542",2024,41380,"Liga del Meta","Men's Junior"
"543",2024,40979,"Liga del Valle","Men's Junior"
"544",2024,40978,"Liga Indeportes Tolima","Men's Junior"
"545",2024,41364,"Linares Team","Men's Junior"
"546",2024,41282,"LINKVISION GIRASOLE CYCLING","Men's Junior"
"547",2024,41201,"Lobos","Men's Junior"
"548",2024,41081,"Loro Parque-C.C.Talavera","Men's Junior"
"549",2024,41344,"Los Angeles BC","Men's Junior"
"550",2024,41055,"Los Melos CT","Men's Junior"
"551",2024,40681,"Lotería del Táchira","Men's Junior"
"552",2024,39737,"LotuSteam","Men's Junior"
"553",2024,40872,"Lovell CT","Men's Junior"
"554",2024,39655,"LRG-Cycling Team","Men's Junior"
"555",2024,41206,"LT United Cycling Team","Men's Junior"
"556",2024,40282,"Lyon Sprint Evolution","Men's Junior"
"557",2024,41174,"L´Esprint","Men's Junior"
"558",2024,41003,"Madhya Pradesh","Men's Junior"
"559",2024,41265,"Madinina Bikers","Men's Junior"
"560",2024,40986,"Maharashtra","Men's Junior"
"561",2024,40905,"Maipú Cycling Road","Men's Junior"
"562",2024,39776,"Maltinti Lampadari-Banca Cambiano","Men's Junior"
"563",2024,40932,"Mani Zabala-M.Albardon","Men's Junior"
"564",2024,40868,"Manly Warringha Cycling Club","Men's Junior"
"565",2024,41370,"Maritrans-Carnes Bilbao","Men's Junior"
"566",2024,41042,"Master-30","Men's Junior"
"567",2024,41043,"Master-40","Men's Junior"
"568",2024,41044,"Master-50","Men's Junior"
"569",2024,40621,"Mastromarco Sensi Nibali","Men's Junior"
"570",2024,39671,"Mayenne-VandB-Monbana","Men's Junior"
"571",2024,41176,"MBM . Racing Men","Men's Junior"
"572",2024,40670,"Meblo Jogi Pro-Concrete","Men's Junior"
"573",2024,41109,"Melbourne University","Men's Junior"
"574",2024,41131,"Mercagrisa","Men's Junior"
"575",2024,40793,"Miami Blazers","Men's Junior"
"576",2024,41056,"Miami Falcons","Men's Junior"
"577",2024,39624,"Miami Nights","Men's Junior"
"578",2024,40844,"Midland Cycle Club","Men's Junior"
"579",2024,41299,"Milky Way Wakayama","Men's Junior"
"580",2024,41202,"MiNERVA-asahi","Men's Junior"
"581",2024,39672,"Mini Discar Cycling Team","Men's Junior"
"582",2024,41075,"Ministry of Defense Cycling Team","Men's Junior"
"583",2024,28630,"Minsk Cycling Club","Men's Junior"
"584",2024,41061,"Mister Biker-Gobik Team","Men's Junior"
"585",2024,36962,"MIVRO","Men's Junior"
"586",2024,41203,"mkw","Men's Junior"
"587",2024,40413,"Montoir Atlantique Cyclisme","Men's Junior"
"588",2024,39854,"Morbihan Adris Gwendal Oliveux","Men's Junior"
"589",2024,39745,"Morlaix Cyclisme Performance","Men's Junior"
"590",2024,40838,"Mornington CC","Men's Junior"
"591",2024,39680,"Moyon Percy VC","Men's Junior"
"592",2024,40894,"MU Training - Pais Futuro","Men's Junior"
"593",2024,41385,"Mugla Karya GSK","Men's Junior"
"594",2024,41068,"Municipalidad de Guaymallen","Men's Junior"
"595",2024,41246,"Municipalidad de Lanús","Men's Junior"
"596",2024,41261,"MyWhoosh","Men's Junior"
"597",2024,41313,"Nakagawa AS K'Design","Men's Junior"
"598",2024,41302,"NEST nagasaki","Men's Junior"
"599",2024,40412,"Neuves Maisons Cyclisme","Men's Junior"
"600",2024,41259,"Next Level Racing Elite","Men's Junior"
"601",2024,40895,"NIPPO-EF-Martigues","Men's Junior"
"602",2024,41287,"Nippon Sport Science University","Men's Junior"
"603",2024,41130,"Northern Sydney Cycling Club","Men's Junior"
"604",2024,40855,"Norwood CC","Men's Junior"
"605",2024,40476,"Obidos Cycling Team","Men's Junior"
"606",2024,40252,"OBOR-BIKE AID Cycling Team","Men's Junior"
"607",2024,40411,"OC Val d'Oise","Men's Junior"
"608",2024,40253,"OCC Antibes Alpes-Maritimes","Men's Junior"
"609",2024,39379,"Océane Top 16","Men's Junior"
"610",2024,40349,"OCF Team Legend Wheels","Men's Junior"
"611",2024,41152,"Olimpia de Melo","Men's Junior"
"612",2024,41359,"Opticas Zeus CN","Men's Junior"
"613",2024,40843,"Orange C.C","Men's Junior"
"614",2024,41236,"Orven NL","Men's Junior"
"615",2024,41324,"Osaka Institute of Technology","Men's Junior"
"616",2024,41331,"Osaka University","Men's Junior"
"617",2024,40620,"Overall Tre Colli Cycling Team","Men's Junior"
"618",2024,40747,"Oxford Edge Cycling Team","Men's Junior"
"619",2024,41323,"Oyama Starplex","Men's Junior"
"620",2024,41167,"P.C.Sueca","Men's Junior"
"621",2024,41345,"Padyak RT","Men's Junior"
"622",2024,41387,"Pamukkale Atletik SK","Men's Junior"
"623",2024,40772,"Panaderia Carabobo","Men's Junior"
"624",2024,41317,"PARABOLA Iwai Seagull","Men's Junior"
"625",2024,39451,"Paris Cycliste Olympique","Men's Junior"
"626",2024,40410,"Parisis AC 95","Men's Junior"
"627",2024,41159,"Pasarela Lucciola","Men's Junior"
"628",2024,41266,"Pédale d'Or Joséphine","Men's Junior"
"629",2024,39765,"Pedale Scaligero","Men's Junior"
"630",2024,40839,"Peel District","Men's Junior"
"631",2024,41306,"Phantom Shonan","Men's Junior"
"632",2024,40744,"Pista Corsa Development ","Men's Junior"
"633",2024,39785,"Plouay Cycling Team","Men's Junior"
"634",2024,39766,"Polisportiva Tripetetolo","Men's Junior"
"635",2024,39416,"Polti-KOMETA U23","Men's Junior"
"636",2024,40790,"Portos Windmob","Men's Junior"
"637",2024,39767,"ProGit Cycling Team","Men's Junior"
"638",2024,41285,"Promotion x Athletes CYCLING","Men's Junior"
"639",2024,40994,"Punjab","Men's Junior"
"640",2024,40745,"Quality Foods Southland","Men's Junior"
"641",2024,41231,"Rabdan Cycling Team","Men's Junior"
"642",2024,41187,"RAFT","Men's Junior"
"643",2024,40985,"Railway Sports","Men's Junior"
"644",2024,40990,"Rajasthan","Men's Junior"
"645",2024,41245,"Raleigth","Men's Junior"
"646",2024,40939,"Rali Yajois Herrera","Men's Junior"
"647",2024,40937,"Rali-Giant","Men's Junior"
"648",2024,41291,"Rapha Cycling Club","Men's Junior"
"649",2024,40867,"Rauland Cycling Team","Men's Junior"
"650",2024,39683,"RB Zelfbouw UCT","Men's Junior"
"651",2024,41362,"Regional Pelarco","Men's Junior"
"652",2024,41053,"Reign Storm Racing","Men's Junior"
"653",2024,40360,"Retelec-Team Cycling Galicia","Men's Junior"
"654",2024,40684,"Revivir-Produgar Caracas","Men's Junior"
"655",2024,40940,"Revolution CT","Men's Junior"
"656",2024,40952,"Ribino Alpine Resort Bled","Men's Junior"
"657",2024,41238,"Ricardito Team","Men's Junior"
"658",2024,41227,"Risaralda Casta de Campeones","Men's Junior"
"659",2024,40876,"Rolling Shattaz-BZ Boys","Men's Junior"
"660",2024,39764,"Rostese Squadra Corse","Men's Junior"
"661",2024,40837,"Royal Bikes","Men's Junior"
"662",2024,40743,"RushVelo Ridley","Men's Junior"
"663",2024,40907,"Ruteros La Union","Men's Junior"
"664",2024,39763,"S.C.Valle Seriana-Cene","Men's Junior"
"665",2024,40264,"Sablé Sarthe Cyclisme","Men's Junior"
"666",2024,41329,"Sagami Racing","Men's Junior"
"667",2024,40375,"Saint Piran Uskis","Men's Junior"
"668",2024,40697,"Saitama/Nasu SunBrave","Men's Junior"
"669",2024,41216,"Salalah Club","Men's Junior"
"670",2024,40925,"San Antonio de Florida","Men's Junior"
"671",2024,40957,"SAT team","Men's Junior"
"672",2024,41221,"SBC Cicling Team","Men's Junior"
"673",2024,41280,"SBC Vertex Racing Team","Men's Junior"
"674",2024,41084,"SC Cycling Club","Men's Junior"
"675",2024,39452,"SCO Dijon-Team Material-velo.com","Men's Junior"
"676",2024,41188,"Seguro LCC Team","Men's Junior"
"677",2024,41320,"Selection Minami Kyushu","Men's Junior"
"678",2024,40284,"Sensa- Kanjers voor Kanjers CT","Men's Junior"
"679",2024,41308,"Seo Racing","Men's Junior"
"680",2024,41336,"Serious Cycling","Men's Junior"
"681",2024,40906,"Sermainox","Men's Junior"
"682",2024,40989,"Services Sports","Men's Junior"
"683",2024,41108,"Seymour Broadford Cycling Club","Men's Junior"
"684",2024,41069,"Shabab Al Ahli Cycling Team","Men's Junior"
"685",2024,41348,"Shift Go RT","Men's Junior"
"686",2024,41365,"Shimano Klassik Car","Men's Junior"
"687",2024,41349,"SN Vitae Bam Bam Coaching RT","Men's Junior"
"688",2024,39762,"So.L.Me. - Olmo","Men's Junior"
"689",2024,41207,"soleil de lest","Men's Junior"
"690",2024,40884,"South West Cycling Club","Men's Junior"
"691",2024,40741,"Southern Cross","Men's Junior"
"692",2024,41049,"Space in Novo Manakish","Men's Junior"
"693",2024,41087,"Specialized Royal Mavericks","Men's Junior"
"694",2024,40958,"Spi Cycling","Men's Junior"
"695",2024,40752,"Spirit TBW","Men's Junior"
"696",2024,39503,"Sportbreizh - Tydor - Armor-lux","Men's Junior"
"697",2024,41252,"Squadra Elite","Men's Junior"
"698",2024,41052,"Squadra Miami","Men's Junior"
"699",2024,40862,"St George Cycling Club","Men's Junior"
"700",2024,40883,"St Kilda Cycling Club","Men's Junior"
"701",2024,40293,"Stageco Cycling Team","Men's Junior"
"702",2024,41293,"Subaru Cycling Team","Men's Junior"
"703",2024,41333,"Subaru Santa Monica Racing","Men's Junior"
"704",2024,41211,"Sumita Eidai Pearlizumi Ravanello","Men's Junior"
"705",2024,40368,"Supermercados Froiz","Men's Junior"
"706",2024,40987,"Tamil Nadu","Men's Junior"
"707",2024,41372,"Te Awamutu Sports Cycling Club","Men's Junior"
"708",2024,41328,"Team Ashiviva DAISHINDEN","Men's Junior"
"709",2024,39691,"Team Atria-Montluçon Cyclisme","Men's Junior"
"710",2024,39408,"Team Bricquebec Cotentin","Men's Junior"
"711",2024,40822,"Team BridgeLane Juniors","Men's Junior"
"712",2024,41334,"Team California","Men's Junior"
"713",2024,39607,"Team CAMA CCD","Men's Junior"
"714",2024,41175,"Team Cathy","Men's Junior"
"715",2024,40924,"Team CCS Canberra Men","Men's Junior"
"716",2024,41321,"Team Cheblo","Men's Junior"
"717",2024,41360,"Team CN ","Men's Junior"
"718",2024,40435,"Team CO Play - Giant","Men's Junior"
"719",2024,40942,"Team Colono Bikestation Kölbi","Men's Junior"
"720",2024,40299,"Team Corrèze-Suchet-Nouvelle Aquitaine","Men's Junior"
"721",2024,40961,"Team Crédit Mutuel-Garage Premier-Fewoss","Men's Junior"
"722",2024,40769,"Team Cyclers SNEL","Men's Junior"
"723",2024,40486,"Team Deux-Sèvres","Men's Junior"
"724",2024,41346,"Team Doha Cycling","Men's Junior"
"725",2024,41162,"Team Ekuon","Men's Junior"
"726",2024,41284,"TEAM EMMA Cycling","Men's Junior"
"727",2024,41267,"Team Energizer","Men's Junior"
"728",2024,41242,"Team Fornara Const.","Men's Junior"
"729",2024,41223,"Team Fundecom","Men's Junior"
"730",2024,39761,"Team Gaiaplast Bibanese","Men's Junior"
"731",2024,40770,"Team Gesprom Evolution","Men's Junior"
"732",2024,41295,"Team GINRIN Kumamoto","Men's Junior"
"733",2024,40603,"Team Give Elementer","Men's Junior"
"734",2024,40604,"Team Give Steel - 2M Cycling Elite","Men's Junior"
"735",2024,40975,"Team Highforce","Men's Junior"
"736",2024,40950,"Team HYF-CH Brokers","Men's Junior"
"737",2024,39773,"Team IBT-Tripeak","Men's Junior"
"738",2024,41383,"Team Inderhuila","Men's Junior"
"739",2024,40967,"Team Ingeniería de Vías","Men's Junior"
"740",2024,41205,"Team Kermis Cross","Men's Junior"
"741",2024,39799,"Team La Crêpe de Brocéliande-BLC","Men's Junior"
"742",2024,40671,"Team La Guacamaya Indet Trujillo","Men's Junior"
"743",2024,41361,"Team La Higuera","Men's Junior"
"744",2024,39760,"Team Linea Oro Bike","Men's Junior"
"745",2024,39467,"Team LMP-La Roche Vendée Cyclisme","Men's Junior"
"746",2024,40408,"Team Madras Cycling","Men's Junior"
"747",2024,39759,"Team Mazzola P.G.C","Men's Junior"
"748",2024,40365,"Team MP Group","Men's Junior"
"749",2024,40980,"Team Murray","Men's Junior"
"750",2024,39605,"Team N'side","Men's Junior"
"751",2024,41179,"Team NCCS","Men's Junior"
"752",2024,40438,"Team Novak","Men's Junior"
"753",2024,41225,"Team Origenes Coffee","Men's Junior"
"754",2024,40679,"Team Osorio Grupo City Bikes","Men's Junior"
"755",2024,40702,"Team Ostwind - UC Haguenau","Men's Junior"
"756",2024,39758,"Team Palazzago","Men's Junior"
"757",2024,39023,"Team Pays de Briec","Men's Junior"
"758",2024,40754,"Team PB Performance","Men's Junior"
"759",2024,39783,"Team Peltrax-CS Dammarie-lès-Lys","Men's Junior"
"760",2024,40949,"Team Rio Grande Elite CT","Men's Junior"
"761",2024,41180,"Team RMB-Elite","Men's Junior"
"762",2024,41289,"Team Rogers","Men's Junior"
"763",2024,41342,"Team Six Project","Men's Junior"
"764",2024,40523,"Team Sparekassen","Men's Junior"
"765",2024,41318,"Team Squadra","Men's Junior"
"766",2024,41067,"Team Thielemans - De Hauwere","Men's Junior"
"767",2024,39472,"Team U Charente Maritime","Men's Junior"
"768",2024,39517,"Team U LH","Men's Junior"
"769",2024,40903,"team UCP-Factor Fitness","Men's Junior"
"770",2024,41283,"Team Ukyo Reve","Men's Junior"
"771",2024,40900,"Team Veloz","Men's Junior"
"772",2024,41237,"Team Venzo","Men's Junior"
"773",2024,40771,"Team Vicente Muñoz Merida","Men's Junior"
"774",2024,41296,"team ZERO","Men's Junior"
"775",2024,41208,"TeamZenko","Men's Junior"
"776",2024,40911,"Tecnobici","Men's Junior"
"777",2024,40359,"Tecnosylva Maglia Bembibre","Men's Junior"
"778",2024,41004,"Telangana","Men's Junior"
"779",2024,40765,"Tenerife-BikePoint-LaSedeBycicles","Men's Junior"
"780",2024,41304,"Tengutou","Men's Junior"
"781",2024,41262,"The Cycle Hub","Men's Junior"
"782",2024,39748,"The Team Petrucci Aries Parkpre","Men's Junior"
"783",2024,40901,"Tiger Sport Manuka","Men's Junior"
"784",2024,41326,"TONY Racing","Men's Junior"
"785",2024,41072,"Torq Cycling Team","Men's Junior"
"786",2024,40362,"Torres-Fernando Barceló Team","Men's Junior"
"787",2024,41136,"Torrevieja-Agamed","Men's Junior"
"788",2024,40766,"trainSharp Elite","Men's Junior"
"789",2024,41255,"Transportes Lain","Men's Junior"
"790",2024,39627,"Trentino CT U-23","Men's Junior"
"791",2024,41315,"Tri-X JAPAN","Men's Junior"
"792",2024,41085,"Triple S Factory","Men's Junior"
"793",2024,41290,"TTG MITORONG-V","Men's Junior"
"794",2024,40955,"TWC De Kempen","Men's Junior"
"795",2024,40406,"U. Cosnoise Sportive","Men's Junior"
"796",2024,40896,"U.C.Curicó","Men's Junior"
"797",2024,40379,"U.C.Monaco","Men's Junior"
"798",2024,39757,"U.C.Pistoiese","Men's Junior"
"799",2024,39756,"U.C.Pregnana-Team Scout","Men's Junior"
"800",2024,41270,"U.C.Spiritaine","Men's Junior"
"801",2024,39755,"U.S. Vertematese A.S.D.","Men's Junior"
"802",2024,40400,"U.S.Lamentin","Men's Junior"
"803",2024,39550,"U23 Cycling Project Team Materiel-velo.com","Men's Junior"
"804",2024,39670,"UC Briochine-Bleu Mercure","Men's Junior"
"805",2024,39383,"UC Cholet 49","Men's Junior"
"806",2024,40507,"UC Pélussin","Men's Junior"
"807",2024,39697,"UC Trevigiani Energiapura Marchiol","Men's Junior"
"808",2024,40718,"Ukraine Cycling Academy","Men's Junior"
"809",2024,40799,"Ulevel-Frutamine","Men's Junior"
"810",2024,41135,"Uniformes Murcia","Men's Junior"
"811",2024,41350,"Unifunvic Pindamondangadaba","Men's Junior"
"812",2024,41198,"Union Ciclista de 33","Men's Junior"
"813",2024,41311,"UNIVERS Team","Men's Junior"
"814",2024,41110,"University of Queensland","Men's Junior"
"815",2024,40292,"Urbano-Vulsteke CT","Men's Junior"
"816",2024,39696,"US Saint-Herblain Cyclisme","Men's Junior"
"817",2024,39409,"USSA Pavilly Barentin","Men's Junior"
"818",2024,39524,"UV Aube","Men's Junior"
"819",2024,40521,"UV Marie-Galante","Men's Junior"
"820",2024,39502,"V.C.Avranches","Men's Junior"
"821",2024,41269,"V.C.François","Men's Junior"
"822",2024,39488,"V.C.Lucéen","Men's Junior"
"823",2024,40526,"V.C.Mendrisio","Men's Junior"
"824",2024,40607,"Valverde Team-Ricardo Fuentes","Men's Junior"
"825",2024,40398,"VC Dolois","Men's Junior"
"826",2024,40395,"VC Montigny Bretonneux","Men's Junior"
"827",2024,40393,"VC Pays de Lorient","Men's Junior"
"828",2024,39415,"VC Rouen 76","Men's Junior"
"829",2024,40392,"VC Sébastiennais","Men's Junior"
"830",2024,41204,"VC Veloce","Men's Junior"
"831",2024,39420,"VC Villefranche Beaujolais","Men's Junior"
"832",2024,39407,"VCA Saint-Quentin","Men's Junior"
"833",2024,41271,"VCL228","Men's Junior"
"834",2024,39414,"VCP Loudéac","Men's Junior"
"835",2024,39541,"VCU Schwenheim","Men's Junior"
"836",2024,40848,"VDR pb Butterfields","Men's Junior"
"837",2024,41384,"Velo Bursa Team SKD","Men's Junior"
"838",2024,40527,"Velo Club Avezzano","Men's Junior"
"839",2024,39796,"Velo Club Empoli","Men's Junior"
"840",2024,41240,"Velo Race Team","Men's Junior"
"841",2024,40391,"Véloce Vannetais Cyclisme","Men's Junior"
"842",2024,40865,"Velofit Australia","Men's Junior"
"843",2024,41169,"Velosol Doltcini CT","Men's Junior"
"844",2024,39196,"Vendée U","Men's Junior"
"845",2024,40680,"Venezuela Pais Futuro","Men's Junior"
"846",2024,40929,"Vento-Diberbol","Men's Junior"
"847",2024,39523,"Vetrapo - B-Close Cycling Team","Men's Junior"
"848",2024,41005,"Vigo-Rias Baixas","Men's Junior"
"849",2024,41170,"Volata Raco dels Pets","Men's Junior"
"850",2024,41172,"Volata-Calderonabike-Sagunto","Men's Junior"
"851",2024,41343,"Voler Factory Team","Men's Junior"
"852",2024,39754,"VPM Moretti SCS","Men's Junior"
"853",2024,40390,"VS Mâcon","Men's Junior"
"854",2024,40389,"VSC Beaunois","Men's Junior"
"855",2024,40914,"Wagga Wagga CC","Men's Junior"
"856",2024,41281,"Wangan Cycling United","Men's Junior"
"857",2024,40885,"Warragul C.C","Men's Junior"
"858",2024,41002,"West Bengal","Men's Junior"
"859",2024,40951,"Willebrord Wil Vooruit","Men's Junior"
"860",2024,40870,"Williams RT","Men's Junior"
"861",2024,41230,"Wilson Bike-Morales Motos","Men's Junior"
"862",2024,41309,"Windy Tsukuba","Men's Junior"
"863",2024,41268,"Winner Team VTT","Men's Junior"
"864",2024,41232,"Wolfis Racing","Men's Junior"
"865",2024,40861,"X-Speed Australia","Men's Junior"
"866",2024,39753,"XPC Beltrami TSA","Men's Junior"
"867",2024,41314,"Yahiko Keirin Club Spirits","Men's Junior"
"868",2024,41322,"Yaita ARROWS Cycling Team","Men's Junior"
"869",2024,41233,"Yasi Cycling Team","Men's Junior"
"870",2024,41316,"Yokosuka UNO Racing","Men's Junior"
"871",2024,40290,"Young Cycling Talent D&amp;D","Men's Junior"
"872",2024,41279,"Yowamushi Pedal Cycling Team","Men's Junior"
"873",2024,40751,"Zabalgarbi-Photon","Men's Junior"
"874",2024,40267,"Zamora Enamora","Men's Junior"
"875",2024,40268,"Zamora Enamora Juniors","Men's Junior"
"876",2024,40606,"Zappi Racing Team","Men's Junior"
"877",2024,41171,"Zebra Rent","Men's Junior"
"878",2024,39752,"Zero Zero IKJ Sport","Men's Junior"
"879",2024,41058,"Ziel Concept Store","Men's Junior"
"880",2024,40666,"A.S.D. K2 Women Team","Men's Amateur"
"881",2024,39681,"Alba Development Road Team","Men's Amateur"
"882",2024,40795,"ARA | Skip Capital","Men's Amateur"
"883",2024,39222,"ARKEA-B&amp;B HOTELS","Men's Amateur"
"884",2024,39393,"Aromitalia 3T Vaiano","Men's Amateur"
"885",2024,41028,"Astana Dewi Women Team","Men's Amateur"
"886",2024,40618,"BePink-Bongioanni","Men's Amateur"
"887",2024,41029,"Boneshaker Project p/b Roxo","Men's Amateur"
"888",2024,40689,"CANYON//SRAM Generation","Men's Amateur"
"889",2024,33040,"Cofidis Women Team","Men's Amateur"
"890",2024,39620,"Cynisca Cycling","Men's Amateur"
"891",2024,40973,"DAS-Hutchinson-Brother UK","Men's Amateur"
"892",2024,39330,"DNA Pro Cycling Team","Men's Amateur"
"893",2024,40214,"Doltcini O’Shea","Men's Amateur"
"894",2024,33401,"EF Education-Cannondale","Men's Amateur"
"895",2024,39486,"Eneicat-CM Team","Men's Amateur"
"896",2024,40315,"GT Krush RebelLease","Men's Amateur"
"897",2024,40231,"Hess Cycling Team","Men's Amateur"
"898",2024,40665,"Isolmant-Premac-Vittoria","Men's Amateur"
"899",2024,33918,"Laboral Kutxa-Fundacion Euskadi","Men's Amateur"
"900",2024,32574,"Lifeplus Wahoo","Men's Amateur"
"901",2024,40619,"Liv AlUla Jayco Women’s Continental Team","Men's Amateur"
"902",2024,41030,"LKT-Team","Men's Amateur"
"903",2024,39320,"Lotto Dstny Ladies","Men's Amateur"
"904",2024,41200,"MAT ATOM Deweloper Wroclaw","Men's Amateur"
"905",2024,39770,"MAXX-SOLAR ROSE Women Racing","Men's Amateur"
"906",2024,40791,"Primeau Vélo-Groupe Abadie","Men's Amateur"
"907",2024,39682,"Pro-Noctis-200 ° Coffee-Hargreaves Contracting","Men's Amateur"
"908",2024,40849,"Proximus-Cyclis CT","Men's Amateur"
"909",2024,40475,"Soltec Iberoamerica","Men's Amateur"
"910",2024,39002,"St Michel-Mavic-Auber 93","Men's Amateur"
"911",2024,40658,"Tashkent City Women Professional Cycling Team","Men's Amateur"
"912",2024,40794,"Team Bridgelane","Men's Amateur"
"913",2024,33100,"Team Coop-Repsol","Men's Amateur"
"914",2024,40661,"Team Dukla Praha","Men's Amateur"
"915",2024,40616,"Team Komugi-Grand Est","Men's Amateur"
"916",2024,40667,"Team Mendelspeck Ge-Man","Men's Amateur"
"917",2024,41031,"Thailand Women's Cycling Team","Men's Amateur"
"918",2024,40662,"Top Girls Fassa Bortolo","Men's Amateur"
"919",2024,41160,"Torelli","Men's Amateur"
"920",2024,39340,"UAE Development Team","Men's Amateur"
"921",2024,40485,"Virginia's Blue Ridge TWENTY24","Men's Amateur"
"922",2024,34175,"VolkerWessels Women's Pro Cycling Team","Men's Amateur"
"923",2024,41032,"WCC Team","Men's Amateur"
"924",2024,32754,"Winspace","Men's Amateur"
"925",2024,34173,"AG Insurance-NXTG U23 Team","Women's World Tour"
"926",2024,40845,"Baloise-WB Ladies","Women's World Tour"
"927",2024,40663,"Born To Win-Zhiraf-G20","Women's World Tour"
"928",2024,39707,"Breizh Ladies","Women's World Tour"
"929",2024,40664,"BTC City Ljubljana Scott","Women's World Tour"
"930",2024,40508,"Cantabria Deporte-Rio Miera Women","Women's World Tour"
"931",2024,40846,"Cyclingteam Belco/Van Eyck","Women's World Tour"
"932",2024,40847,"DD Group-Isorex-No Aqua Ladies CT","Women's World Tour"
