,Unnamed: 0,Event_ID,Event_Title,Event_Date,Event_Day,Event_Type,Race_Date,Race_Time,Race_Name,Race_Classification,Race_Band,Race_Category
538,538,238874,PORTSMOUTH EVENING CIRCUTS 2021 #3,28/04/21,Wed,Closed Circuit,28 Apr 21,18:15,U12 Race 2,Youth Only,,C
539,539,238874,PORTSMOUTH EVENING CIRCUTS 2021 #3,28/04/21,Wed,Closed Circuit,28 Apr 21,01:00,U14 Girls Race 1,Youth Only,,B
540,540,238874,PORTSMOUTH EVENING CIRCUTS 2021 #3,28/04/21,Wed,Closed Circuit,28 Apr 21,01:00,U14 Girls Race 2,Youth Only,,B
541,541,238874,PORTSMOUTH EVENING CIRCUTS 2021 #3,28/04/21,Wed,Closed Circuit,28 Apr 21,18:30,U14 Boys Race 1,Youth Only,,B
542,542,238874,PORTSMOUTH EVENING CIRCUTS 2021 #3,28/04/21,Wed,Closed Circuit,28 Apr 21,18:30,U14 Boys Race 2,Youth Only,,B
543,543,238874,PORTSMOUTH EVENING CIRCUTS 2021 #3,28/04/21,Wed,Closed Circuit,28 Apr 21,18:30,U16 Boys,Youth Only,,A
544,544,238874,PORTSMOUTH EVENING CIRCUTS 2021 #3,28/04/21,Wed,Closed Circuit,28 Apr 21,18:30,U16 Girls,Youth Only,,A
545,545,238874,PORTSMOUTH EVENING CIRCUTS 2021 #3,28/04/21,Wed,Closed Circuit,28 Apr 21,19:00,3rd Cat only,Regional C,,"3rd, Junior"
546,546,238874,PORTSMOUTH EVENING CIRCUTS 2021 #3,28/04/21,Wed,Closed Circuit,28 Apr 21,19:30,E/1/2/3,Regional C,,"1st, 2nd, 3rd, Elite, Junior"
548,548,238900,Azeus Convene Track League - Round 4,28/04/21,Wed,Track League,28 Apr 21,18:00,Youth,Youth Only,,"A, B, C, D, E, N/A"
549,549,238900,Azeus Convene Track League - Round 4,28/04/21,Wed,Track League,28 Apr 21,19:00,Senior,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
551,551,238977,Sussex Cycle Racing League Track League #3 (Cancelled),28/04/21,Wed,Track League,28 Apr 21,18:45,Senior A,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
552,552,238977,Sussex Cycle Racing League Track League #3 (Cancelled),28/04/21,Wed,Track League,28 Apr 21,18:45,Senior B,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
553,553,238977,Sussex Cycle Racing League Track League #3 (Cancelled),28/04/21,Wed,Track League,28 Apr 21,18:45,Senior C,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
554,554,238977,Sussex Cycle Racing League Track League #3 (Cancelled),28/04/21,Wed,Track League,28 Apr 21,18:45,Youth Major,Youth Only,,"A, B, C, D, E"
555,555,238977,Sussex Cycle Racing League Track League #3 (Cancelled),28/04/21,Wed,Track League,28 Apr 21,18:45,Youth Minor,Youth Only,,"A, B, C, D, E"
557,557,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,18:30,U8 Boys,Youth Only,,E
558,558,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,18:30,U8 Girls,Youth Only,,E
559,559,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,18:45,U10 Boys,Youth Only,,D
560,560,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,18:45,U10 Girls,Youth Only,,D
561,561,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,19:10,U12 Boys,Youth Only,,C
562,562,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,19:10,U12 Girls,Youth Only,,C
563,563,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,19:30,U14 Boys,Youth Only,,B
564,564,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,19:30,U14 Girls,Youth Only,,B
565,565,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,19:30,U16 Boys,Youth Only,,A
566,566,239734,Salt Ayre Cog Set Youth Races Week 2 - Supported by the Edge Cycleworks,28/04/21,Wed,Closed Circuit,28 Apr 21,19:30,U16 Girls,Youth Only,,A
568,568,241340,Vuelta Asturias Julio Alvarez Mendo (UCI/2.1),02/05/21,Fri,Road,30 Apr 21,01:00,Stage 1,Foreign National,,
569,569,241340,Vuelta Asturias Julio Alvarez Mendo (UCI/2.1),02/05/21,Fri,Road,1 May 21,01:00,Stage 2,Foreign National,,
570,570,241340,Vuelta Asturias Julio Alvarez Mendo (UCI/2.1),02/05/21,Fri,Road,2 May 21,01:00,Stage 3,Foreign National,,
571,571,241340,Vuelta Asturias Julio Alvarez Mendo (UCI/2.1),02/05/21,Fri,Road,2 May 21,01:00,Final Classification,Foreign National,,
573,573,241341,Ceratizit Festival Elsy Jacobs (UCI/2.Pro),02/05/21,Fri,Road,30 Apr 21,01:00,Prologue,Foreign National,,
574,574,241341,Ceratizit Festival Elsy Jacobs (UCI/2.Pro),02/05/21,Fri,Road,1 May 21,01:00,Stage 1,Foreign National,,
575,575,241341,Ceratizit Festival Elsy Jacobs (UCI/2.Pro),02/05/21,Fri,Road,2 May 21,01:00,Stage 2,Foreign National,,
576,576,241341,Ceratizit Festival Elsy Jacobs (UCI/2.Pro),02/05/21,Fri,Road,2 May 21,01:00,Final Classification,Foreign National,,
1,1,240915,Tour de Romandie (UCI/2.UWT),02/05/21,Tue,Road,27 Apr 21,01:00,Prologue,Foreign National,,
2,2,240915,Tour de Romandie (UCI/2.UWT),02/05/21,Tue,Road,28 Apr 21,01:00,Stage 1,Foreign National,,
3,3,240915,Tour de Romandie (UCI/2.UWT),02/05/21,Tue,Road,29 Apr 21,01:00,Stage 2,Foreign National,,
4,4,240915,Tour de Romandie (UCI/2.UWT),02/05/21,Tue,Road,30 Apr 21,01:00,Stage 3,Foreign National,,
5,5,240915,Tour de Romandie (UCI/2.UWT),02/05/21,Tue,Road,1 May 21,01:00,Stage 4,Foreign National,,
6,6,240915,Tour de Romandie (UCI/2.UWT),02/05/21,Tue,Road,2 May 21,01:00,Stage 5,Foreign National,,
7,7,240915,Tour de Romandie (UCI/2.UWT),02/05/21,Tue,Road,2 May 21,01:00,Final Classification,Foreign National,,
9,9,241340,Vuelta Asturias Julio Alvarez Mendo (UCI/2.1),02/05/21,Fri,Road,30 Apr 21,01:00,Stage 1,Foreign National,,
10,10,241340,Vuelta Asturias Julio Alvarez Mendo (UCI/2.1),02/05/21,Fri,Road,1 May 21,01:00,Stage 2,Foreign National,,
11,11,241340,Vuelta Asturias Julio Alvarez Mendo (UCI/2.1),02/05/21,Fri,Road,2 May 21,01:00,Stage 3,Foreign National,,
12,12,241340,Vuelta Asturias Julio Alvarez Mendo (UCI/2.1),02/05/21,Fri,Road,2 May 21,01:00,Final Classification,Foreign National,,
14,14,241341,Ceratizit Festival Elsy Jacobs (UCI/2.Pro),02/05/21,Fri,Road,30 Apr 21,01:00,Prologue,Foreign National,,
15,15,241341,Ceratizit Festival Elsy Jacobs (UCI/2.Pro),02/05/21,Fri,Road,1 May 21,01:00,Stage 1,Foreign National,,
16,16,241341,Ceratizit Festival Elsy Jacobs (UCI/2.Pro),02/05/21,Fri,Road,2 May 21,01:00,Stage 2,Foreign National,,
17,17,241341,Ceratizit Festival Elsy Jacobs (UCI/2.Pro),02/05/21,Fri,Road,2 May 21,01:00,Final Classification,Foreign National,,
19,19,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Elite Men,Non-Ranking,,Elite
20,20,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Expert Men,Non-Ranking,,Expert
21,21,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Female {will split if 3 per Cat},Non-Ranking,,"Elite, Expert, G/Vet, Master, Senior, Veteran"
22,22,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Female u18 (will split if 3 per Cat),Non-Ranking,,"Junior, Juvenile, Youth"
23,23,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Grand Vet Men,Non-Ranking,,G/Vet
24,24,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Junior Men,Non-Ranking,,Junior
25,25,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Juvenile Men,Non-Ranking,,Juvenile
26,26,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Master,Non-Ranking,,Master
27,27,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Senior Men,Non-Ranking,,Senior
28,28,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Veteran Men,Non-Ranking,,Veteran
29,29,237245,Gravity Events UK Rnd1 Hamsterley,02/05/21,Sat,MTB DH,1 May 21,09:30,Youth Men,Non-Ranking,,Youth
31,31,237286,BUCS Road Race Championships 2021 (Cancelled),01/05/21,Sat,Road,1 May 21,10:00,E/1/2/3/4 Women,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
32,32,237286,BUCS Road Race Championships 2021 (Cancelled),01/05/21,Sat,Road,1 May 21,14:00,E/1/2/3 Men,National B,Band 2,"1st, 2nd, 3rd, Elite"
34,34,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,09:30,U10 Boys and Girls Stage 1,Youth Only,,"D, E"
35,35,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,09:30,U10 Boys and Girls Stage 2,Youth Only,,"D, E"
36,36,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U10 Boys and Girls Overall,Youth Only,,"D, E"
37,37,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,10:00,U12 Boys and Girls Stage 1,Youth Only,,C
38,38,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,10:00,U12 Boys and Girls Stage 2,Youth Only,,C
39,39,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U12 Boys and Girls Overall,Youth Only,,C
40,40,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,11:30,U14 Girls Stage 1,Youth Only,,"A, B"
41,41,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,14:30,U14 Girls Stage 2,Youth Only,,"A, B"
42,42,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,11:30,U14 Girls Stage 3,Youth Only,,"A, B"
43,43,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,14:30,U14 Girls Stage 4,Youth Only,,"A, B"
44,44,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U14 Girls Overall,Youth Only,,B
45,45,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,10:45,U14 Boys Stage 1,Youth Only,,B
46,46,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,13:45,U14 Boys Stage 2,Youth Only,,B
47,47,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,10:45,U14 Boys Stage 3,Youth Only,,B
48,48,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,13:45,U14 Boys Stage 4,Youth Only,,B
49,49,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U14 Boys Overall,Youth Only,,B
50,50,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Girls Stage 1,Youth Only,,A
51,51,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Girls Stage 2,Youth Only,,A
52,52,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Girls Stage 3,Youth Only,,A
53,53,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Girls Stage 4,Youth Only,,A
54,54,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Girls Overall,Youth Only,,A
55,55,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,12:15,U16 Boys Group 1 Stage 1,Youth Only,,A
56,56,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,15:15,U16 Boys Group 1 Stage 2,Youth Only,,A
57,57,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,12:15,U16 Boys Group 1 Stage 3,Youth Only,,A
58,58,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,15:15,U16 Boys Group 1 Stage 4,Youth Only,,A
59,59,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Boys Group 1 Overall,Youth Only,,A
60,60,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Boys Group 2 Stage 1,Youth Only,,A
61,61,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Boys Group 2 Stage 2,Youth Only,,A
62,62,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Boys Group 2 Stage 3,Youth Only,,A
63,63,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Boys Group 2 Stage 4,Youth Only,,A
64,64,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Boys Group 2 Overall,Youth Only,,A
65,65,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,13:00,U18 Junior Boys Stage 1,Regional Junior Only,,Junior
66,66,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,16:00,U18 Junior Boys Stage 2,Regional Junior Only,,Junior
67,67,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,13:00,U18 Junior Boys Stage 3,Regional Junior Only,,Junior
68,68,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,2 May 21,16:00,U18 Junior Boys Stage 4,Regional Junior Only,,Junior
69,69,237504,VC Londres Deux Jours de Cyclopark (May),02/05/21,Sat,Closed Circuit,1 May 21,01:00,U18 Junior Boys Overall,Regional Junior Only,,Junior
71,71,237755,Odd Down Circuit Races 2021 #1,01/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Boys Handicap Race,Youth Only,,A
72,72,237755,Odd Down Circuit Races 2021 #1,01/05/21,Sat,Closed Circuit,1 May 21,01:00,U16 Girls Handicap Race,Youth Only,,A
73,73,237755,Odd Down Circuit Races 2021 #1,01/05/21,Sat,Closed Circuit,1 May 21,15:00,U14 Boys Handicap Race,Youth Only,,B
74,74,237755,Odd Down Circuit Races 2021 #1,01/05/21,Sat,Closed Circuit,1 May 21,01:00,U14 Girls Handicap Race,Youth Only,,B
75,75,237755,Odd Down Circuit Races 2021 #1,01/05/21,Sat,Closed Circuit,1 May 21,15:45,Womens Handicap 4/3/2/1,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
76,76,237755,Odd Down Circuit Races 2021 #1,01/05/21,Sat,Closed Circuit,1 May 21,17:15,2/3 Men's,Regional C,,"2nd, 3rd"
77,77,237755,Odd Down Circuit Races 2021 #1,01/05/21,Sat,Closed Circuit,1 May 21,16:30,4th Cat Men,Regional C,,"4th, N/A"
79,79,239268,Team LDN - Brother UK Crit Series 1,01/05/21,Sat,Closed Circuit,1 May 21,12:45,Womens 3/4,Regional C,,"3rd, 4th"
80,80,239268,Team LDN - Brother UK Crit Series 1,01/05/21,Sat,Closed Circuit,1 May 21,13:30,Womens E/1/2/3,Regional C,,"1st, 2nd, 3rd, Elite"
81,81,239268,Team LDN - Brother UK Crit Series 1,01/05/21,Sat,Closed Circuit,1 May 21,14:15,4th Only,Regional C,,4th
82,82,239268,Team LDN - Brother UK Crit Series 1,01/05/21,Sat,Closed Circuit,1 May 21,15:00,3rd Only,Regional C,,3rd
83,83,239268,Team LDN - Brother UK Crit Series 1,01/05/21,Sat,Closed Circuit,1 May 21,15:45,Masters 40+,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
84,84,239268,Team LDN - Brother UK Crit Series 1,01/05/21,Sat,Closed Circuit,1 May 21,16:30,E/1/2,Regional C,,"1st, 2nd, Elite"
86,86,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,09:30,Youth E Boys,Youth Only,,E
87,87,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,09:30,Youth E Girls,Youth Only,,E
88,88,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,09:55,Youth D Boys,Youth Only,,D
89,89,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,09:55,Youth D Girls,Youth Only,,D
90,90,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,10:25,Youth C Boys,Youth Only,,C
91,91,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,10:25,Youth C Girls,Youth Only,,C
92,92,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,11:05,Youth B Boys,Youth Only,,B
93,93,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,11:45,Youth A Girls,Youth Only,,A
94,94,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,11:45,Youth B Girls,Youth Only,,B
95,95,239358,Dolan Bikes North West Youth League - Round 1 Salt Ayre Cog Set,01/05/21,Sat,Closed Circuit,1 May 21,12:25,Youth A Boys,Youth Only,,A
97,97,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,MEN'S A POINTS,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
98,98,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,MEN'S A SCRATCH 1,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
99,99,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,MEN'S A SCRATCH 2,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
100,100,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,MEN'S A WIN OUT,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
101,101,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,MENS B POINTS,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
102,102,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,MENS B SCRATCH 1,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
103,103,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,MENS B SCRATCH 2,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
104,104,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,MENS B WIN OUT,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
105,105,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,WOMEN'S POINTS,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
106,106,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,WOMEN'S SCRATCH 1,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
107,107,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,WOMEN'S SCRATCH 2,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
108,108,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,WOMEN'S WIN OUT,Non-Ranking,,"1st, 2nd, 3rd, 4th, Elite, N/A"
109,109,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,YOUTH AB DASH,Youth Only,,"A, B, N/A"
110,110,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,YOUTH AB FLYING 200 TT,Youth Only,,"A, B, N/A"
111,111,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,YOUTH AB MATCH SPRINTS,Youth Only,,"A, B, N/A"
112,112,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,YOUTH AB SCRATCH,Youth Only,,"A, B"
113,113,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,YOUTH CD Points,Youth Only,,"C, D, N/A"
114,114,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,YOUTH CD SCRATCH 1,Youth Only,,"C, D, N/A"
115,115,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,YOUTH CD SCRATCH 2,Youth Only,,"C, D, E, N/A"
116,116,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,01:00,YOUTH CD WIN OUT,Youth Only,,"C, D, E, N/A"
117,117,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,14:00,Men's A,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
118,118,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,14:00,Men's B,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
119,119,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,14:00,Women,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
120,120,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,14:00,Youth A/B,Youth Only,,"A, B"
121,121,239959,London Dynamo Open Season,01/05/21,Sat,Track,1 May 21,14:00,Youth C/D,Youth Only,,"C, D"
123,123,240011,SES Racing Summer Sprinters League 2021 #02,01/05/21,Sat,Track League,1 May 21,18:15,SES Racing Summer Sprinters League,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
125,125,241592,PROFFIX Swiss Bike Cup Leukerbad (UCI/MTB/C1),02/05/21,Sat,MTB XC,1 May 21,01:00,Men Elite - XCO,MTB International B,,
126,126,241592,PROFFIX Swiss Bike Cup Leukerbad (UCI/MTB/C1),02/05/21,Sat,MTB XC,1 May 21,01:00,Men Junior - XCO,MTB International B,,
127,127,241592,PROFFIX Swiss Bike Cup Leukerbad (UCI/MTB/C1),02/05/21,Sat,MTB XC,1 May 21,01:00,Women Elite - XCO,MTB International B,,
128,128,241592,PROFFIX Swiss Bike Cup Leukerbad (UCI/MTB/C1),02/05/21,Sat,MTB XC,1 May 21,01:00,Women Junior - XCO,MTB International B,,
130,130,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,10:30,Youth Boys E,Youth Only,,E
131,131,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,10:30,Youth Girls E,Youth Only,,E
132,132,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,10:55,Youth Boys D,Youth Only,,D
133,133,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,10:55,Youth Girls D,Youth Only,,D
134,134,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,10:55,Youth Boys C,Youth Only,,C
135,135,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,10:55,Youth Girls C,Youth Only,,C
136,136,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,12:25,Youth Boys B,Youth Only,,B
137,137,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,12:15,Youth Girls B,Youth Only,,B
138,138,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,12:15,Youth Boys A,Youth Only,,A
139,139,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,12:15,Youth Girls A,Youth Only,,A
140,140,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,11:30,Women (2/3/4) #1,Regional C,,"2nd, 3rd, 4th"
141,141,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,13:00,Women (2/3/4) #2,Regional C,,"2nd, 3rd, 4th"
142,142,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,14:00,Male E/1/2/3 Race 1,Regional C,,"1st, 2nd, 3rd, Elite"
143,143,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,15:30,Male E/1/2/3 Race 2,Regional C,,"1st, 2nd, 3rd, Elite"
144,144,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,14:45,Male Cat 3/4 Race 1,Regional C,,"3rd, 4th"
145,145,238998,Wheal Jane May Crit Races,02/05/21,Sun,Closed Circuit,2 May 21,16:15,Male Cat 3/4 Race 2,Regional C,,"3rd, 4th"
147,147,239126,Team Milton Keynes Bowl Spring Series (Cancelled),02/05/21,Sun,Closed Circuit,2 May 21,10:30,Mixed Cat E,Youth Only,,E
148,148,239126,Team Milton Keynes Bowl Spring Series (Cancelled),02/05/21,Sun,Closed Circuit,2 May 21,10:50,Mixed Cat D,Youth Only,,D
149,149,239126,Team Milton Keynes Bowl Spring Series (Cancelled),02/05/21,Sun,Closed Circuit,2 May 21,11:15,Mixed Cat C,Youth Only,,C
150,150,239126,Team Milton Keynes Bowl Spring Series (Cancelled),02/05/21,Sun,Closed Circuit,2 May 21,11:55,Boys Cat B,Youth Only,,B
151,151,239126,Team Milton Keynes Bowl Spring Series (Cancelled),02/05/21,Sun,Closed Circuit,2 May 21,12:35,CANCELLED Girls Cat A&B,Youth Only,,"A, B"
152,152,239126,Team Milton Keynes Bowl Spring Series (Cancelled),02/05/21,Sun,Closed Circuit,2 May 21,13:15,Boys Cat A,Youth Only,,A
