,Unnamed: 0,Event_ID,Event_Title,Event_Date,Event_Day,Event_Type,Race_Date,Race_Time,Race_Name,Race_Classification,Race_Band,Race_Category
254,254,256839,TCDG Race League 2022 - Sponsored by Rapha - Rd2,03/05/22,Tue,Closed Circuit,3 May 22,18:30,U10 Girls,Youth Only,,D
255,255,256839,TCDG Race League 2022 - Sponsored by Rapha - Rd2,03/05/22,Tue,Closed Circuit,3 May 22,18:30,U8 Boys,Youth Only,,E
256,256,256839,TCDG Race League 2022 - Sponsored by Rapha - Rd2,03/05/22,Tue,Closed Circuit,3 May 22,18:30,U8 Girls,Youth Only,,E
258,258,257242,Behind The Bikeshed's 2022 Summer Circuits 5 (Cancelled),03/05/22,Tue,Closed Circuit,3 May 22,18:45,E/1/2 Only,Regional C+,Band 5,"1st, 2nd, Elite"
259,259,257242,Behind The Bikeshed's 2022 Summer Circuits 5 (Cancelled),03/05/22,Tue,Closed Circuit,3 May 22,18:46,3rd Cat Only,Regional C+,Band 5,3rd
260,260,257242,Behind The Bikeshed's 2022 Summer Circuits 5 (Cancelled),03/05/22,Tue,Closed Circuit,3 May 22,18:47,4th Cat Only,Regional C+,Band 5,4th
262,262,257263,Goodwood Summer Series 2022 #2,03/05/22,Tue,Closed Circuit,3 May 22,18:45,Women only 2/3/4,Regional C+,Band 5,"2nd, 3rd, 4th, Junior"
263,263,257263,Goodwood Summer Series 2022 #2,03/05/22,Tue,Closed Circuit,3 May 22,18:47,Cat 3/4 men's race,Regional C+,Band 5,"3rd, 4th"
264,264,257263,Goodwood Summer Series 2022 #2,03/05/22,Tue,Closed Circuit,3 May 22,18:49,E/1/2/3 race,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
266,266,258902,Holt Racing Pembrey crit 4,03/05/22,Tue,Closed Circuit,3 May 22,18:15,Youth A & B ENTRY,Youth Only,Band 5,"A, B"
267,267,258902,Holt Racing Pembrey crit 4,03/05/22,Tue,Closed Circuit,3 May 22,18:15,Youth A Boys,Youth Only,Band 5 (<10 Entrants),A
268,268,258902,Holt Racing Pembrey crit 4,03/05/22,Tue,Closed Circuit,3 May 22,18:15,Youth A Girls,Youth Only,Band 5 (<10 Entrants),A
269,269,258902,Holt Racing Pembrey crit 4,03/05/22,Tue,Closed Circuit,3 May 22,18:15,Youth B Boys,Youth Only,Band 5 (<10 Entrants),B
270,270,258902,Holt Racing Pembrey crit 4,03/05/22,Tue,Closed Circuit,3 May 22,18:15,Youth B Girls,Youth Only,Band 5,B
271,271,258902,Holt Racing Pembrey crit 4,03/05/22,Tue,Closed Circuit,3 May 22,18:55,3/4 category,Regional C+,Band 5,"3rd, 4th"
272,272,258902,Holt Racing Pembrey crit 4,03/05/22,Tue,Closed Circuit,3 May 22,18:55,E/1/2/3/4/J Women,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
273,273,258902,Holt Racing Pembrey crit 4,03/05/22,Tue,Closed Circuit,3 May 22,19:45,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
275,275,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,19:15,E/1/2,Regional C+,Band 5,"1st, 2nd, Elite"
276,276,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,19:15,3rd Cat only,Regional C+,Band 5,3rd
277,277,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,19:15,Women (E/1/2/3),Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
278,278,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:45,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
279,279,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:45,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
280,280,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:45,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
281,281,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:45,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
282,282,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:30,U12 Boys,Youth Only,,C
283,283,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:30,U12 Girls,Youth Only,,C
284,284,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:30,U10 Boys,Youth Only,,D
285,285,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:30,U10 Girls,Youth Only,,D
286,286,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:30,U8 Boys,Youth Only,,E
287,287,258954,Dulwich Paragon CC Crystal Palace Crtis - 2022: Race 2,03/05/22,Tue,Closed Circuit,3 May 22,18:30,U8 Girls,Youth Only,,E
289,289,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:30,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
290,290,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:31,Womens E/1/2/3/4,Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
291,291,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:31,4th Cat & 50+ masters,Regional C+,Band 5,"2nd, 3rd, 4th"
292,292,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:00,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
293,293,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:00,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
294,294,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:00,U14 Boys,Youth Only,Band 5,B
295,295,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:00,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
296,296,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:01,U12 Boys,Youth Only,,C
297,297,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:01,U12 Girls,Youth Only,,C
298,298,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:01,U10 Boys,Youth Only,,D
299,299,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:01,U10 Girls,Youth Only,,D
300,300,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:01,U8 Boys,Youth Only,,E
301,301,259097,Lotus Cars Cycle Race League 2022 - Race 1,03/05/22,Tue,Closed Circuit,3 May 22,19:01,U8 Girls,Youth Only,,E
303,303,259448,Bicycle Repair Hub Spring Crits 3,03/05/22,Tue,Closed Circuit,3 May 22,19:00,Bicycle Repair Hub Spring Crits 3 - 2/3/4,Regional C+,Band 5,"2nd, 3rd, 4th"
305,305,260035,SACA Salt Ayre Tuesday Round 4,03/05/22,Tue,Closed Circuit,3 May 22,18:30,3/4,Regional C+,Band 5,"3rd, 4th, Junior"
306,306,260035,SACA Salt Ayre Tuesday Round 4,03/05/22,Tue,Closed Circuit,3 May 22,19:30,E/12/3 category,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
308,308,261378,Odd Down Summer Series 2022 Round 1,03/05/22,Tue,Closed Circuit,3 May 22,19:30,Men's 3rd & 4th Cat Race,Regional C+,Band 5,"3rd, 4th"
309,309,261378,Odd Down Summer Series 2022 Round 1,03/05/22,Tue,Closed Circuit,3 May 22,18:45,Youth A Boys,Youth Only,Band 5 (<10 Entrants),A
310,310,261378,Odd Down Summer Series 2022 Round 1,03/05/22,Tue,Closed Circuit,3 May 22,18:45,Youth B Boys,Youth Only,Band 5 (<10 Entrants),B
311,311,261378,Odd Down Summer Series 2022 Round 1,03/05/22,Tue,Closed Circuit,3 May 22,18:45,Youth A Girls,Youth Only,Band 5,A
312,312,261378,Odd Down Summer Series 2022 Round 1,03/05/22,Tue,Closed Circuit,3 May 22,18:45,Youth B Girls,Youth Only,Band 5 (<10 Entrants),B
314,314,261773,Team RL360 Isle of Man Youth Cycling League 2022 # 4,03/05/22,Tue,Closed Circuit,3 May 22,06:30,Youth League,Youth Only,,"A, B, C, D, E"
316,316,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,18:45,U8 Boys,Youth Only,,E
317,317,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,18:45,U8 Girls,Youth Only,,E
318,318,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,19:05,U10 Boys,Youth Only,,D
319,319,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,19:05,U10 Girls,Youth Only,,D
320,320,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,19:05,U12 Boys,Youth Only,,C
321,321,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,19:05,U12 Girls,Youth Only,,C
322,322,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,19:30,U14 Boys,Youth Only,Band 5,B
323,323,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,19:30,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
324,324,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,19:30,U16 Boys,Youth Only,Band 5,A
325,325,261844,Mallory Park Road Race League 2022 Round 2,03/05/22,Tue,Closed Circuit,3 May 22,19:30,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
327,327,264507,4 Jours de Dunkerque / Grand Prix des Hauts de France (UCI/2.Pro),08/05/22,Tue,Road,3 May 22,01:00,Stage 1,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
328,328,264507,4 Jours de Dunkerque / Grand Prix des Hauts de France (UCI/2.Pro),08/05/22,Tue,Road,4 May 22,01:00,Stage 2,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
329,329,264507,4 Jours de Dunkerque / Grand Prix des Hauts de France (UCI/2.Pro),08/05/22,Tue,Road,5 May 22,01:00,Stage 3,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
330,330,264507,4 Jours de Dunkerque / Grand Prix des Hauts de France (UCI/2.Pro),08/05/22,Tue,Road,6 May 22,01:00,Stage 4,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
331,331,264507,4 Jours de Dunkerque / Grand Prix des Hauts de France (UCI/2.Pro),08/05/22,Tue,Road,7 May 22,01:00,Stage 5,Foreign National,Band 3,"1st, 2nd, 3rd, Elite"
333,333,264906,Bretagne Ladies Tour CERATIZIT,07/05/22,Tue,Road,3 May 22,01:00,Stage 1,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
334,334,264906,Bretagne Ladies Tour CERATIZIT,07/05/22,Tue,Road,4 May 22,01:00,Stage 2,Foreign National,Band 4,"1st, 2nd, Elite"
335,335,264906,Bretagne Ladies Tour CERATIZIT,07/05/22,Tue,Road,5 May 22,01:00,Stage 3,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
336,336,264906,Bretagne Ladies Tour CERATIZIT,07/05/22,Tue,Road,6 May 22,01:00,Stage 4,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
337,337,264906,Bretagne Ladies Tour CERATIZIT,07/05/22,Tue,Road,7 May 22,01:00,Stage 5,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
338,338,264906,Bretagne Ladies Tour CERATIZIT,07/05/22,Tue,Road,7 May 22,01:00,Final Classification,Foreign National,Band 2,"1st, 2nd, Elite"
340,340,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,18:30,Youth E Boys - Under 8's,Youth Only,,E
341,341,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,18:30,Youth E Girls - Under 8's,Youth Only,,E
342,342,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,18:45,Youth D Boys - Under 10's,Youth Only,,D
343,343,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,18:45,Youth D Girls - Under 10's,Youth Only,,D
344,344,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,18:45,Youth C Boys- Under 12's,Youth Only,,C
345,345,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,18:45,Youth C Girls- Under 12's,Youth Only,,C
346,346,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,19:10,Youth B Boys - Under 14's,Youth Only,Band 5 (<10 Entrants),B
347,347,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,19:10,Youth B Girls - Under 14's,Youth Only,Band 5,B
348,348,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,19:10,Youth A Boys Under 16's,Youth Only,Band 5 (<10 Entrants),A
349,349,254411,Mid Devon CC Youth Evening Circuit Races,04/05/22,Wed,Closed Circuit,4 May 22,19:10,Youth A Girls Under 16's,Youth Only,Band 5,A
351,351,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,18:46,Under 10 Open race,Non-Ranking,,
352,352,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,18:45,Under 12 Open race,Non-Ranking,,
353,353,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:40,Junior Men,MTB Regional C,MTB XC Regional C,Junior
354,354,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:40,Junior Women,MTB Regional C,MTB XC Regional C,Junior
355,355,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Elite Men,MTB Regional C,MTB XC Regional C,Elite
356,356,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Elite Women,MTB Regional C,MTB XC Regional C,Elite
357,357,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Expert Men,MTB Regional C,MTB XC Regional C,Expert
358,358,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Expert Women,MTB Regional C,MTB XC Regional C,Expert
359,359,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Sport Men,MTB Regional C,MTB XC Regional C,Sport
360,360,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Sport Women,MTB Regional C,MTB XC Regional C,Sport
361,361,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Veteran 40-49 Men,MTB Regional C,MTB XC Regional C,Veteran
362,362,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Veteran 40-49 Women,MTB Regional C,MTB XC Regional C,Veteran
363,363,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Veteran 50-59 Men,MTB Regional C,MTB XC Regional C,G/Vet
364,364,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Veteran 50-59 Women,MTB Regional C,MTB XC Regional C,G/Vet
365,365,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Veteran 60+ Men,MTB Regional C,MTB XC Regional C,S/Vet
366,366,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:30,Veteran 60+ Women,MTB Regional C,MTB XC Regional C,S/Vet
367,367,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:40,Juvenile Men (u14),MTB Regional C,MTB XC Regional C,"Juvenile, Youth"
368,368,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:40,Juvenile Women (u14),MTB Regional C,MTB XC Regional C,Youth
369,369,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:40,Youth Men (u16),MTB Regional C,MTB XC Regional C,Youth
370,370,254545,Beastway 2022 round 3 Wednesday,04/05/22,Wed,MTB XC,4 May 22,19:40,Youth Women (u16),MTB Regional C,MTB XC Regional C,Youth
372,372,257336,Fife Midweek Series - Event 4 (10 mile),04/05/22,Wed,Time Trial,4 May 22,19:00,Junior & Senior,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior"
373,373,257336,Fife Midweek Series - Event 4 (10 mile),04/05/22,Wed,Time Trial,4 May 22,19:00,Youth,Regional C,,"A, B, C"
375,375,258052,Wolverhampton Wheelers CC Track League Round 1 (Cancelled),04/05/22,Wed,Track League,4 May 22,19:15,Round 1 Senior entry,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
376,376,258052,Wolverhampton Wheelers CC Track League Round 1 (Cancelled),04/05/22,Wed,Track League,4 May 22,19:15,Round 1 Youth & Junior entry,Youth Only,,"A, B, C, D, E"
378,378,258772,Azeus Convene Track League - Round 5,04/05/22,Wed,Track League,4 May 22,18:00,Youth,Youth Only,,"A, B, C, D, E"
379,379,258772,Azeus Convene Track League - Round 5,04/05/22,Wed,Track League,4 May 22,19:00,Senior,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
381,381,258994,Full Gas Summer Circuit Series Event #1,04/05/22,Wed,Closed Circuit,4 May 22,19:00,4th Category Only,Regional C+,Band 5,"3rd, 4th"
382,382,258994,Full Gas Summer Circuit Series Event #1,04/05/22,Wed,Closed Circuit,4 May 22,20:00,2 / 3 Category,Regional C+,Band 5,"2nd, 3rd"
384,384,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,18:30,U8 Boys Race,Youth Only,,E
385,385,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,18:30,U8 Girls Race,Youth Only,,E
386,386,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,18:30,U10 Boys Race,Youth Only,,D
387,387,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,18:30,U10 Girls Race,Youth Only,,D
388,388,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,18:50,U12 Boys Race,Youth Only,,C
389,389,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,18:50,U12 Girls Race,Youth Only,,C
390,390,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,18:50,U14 Boys Race,Youth Only,Band 5 (<10 Entrants),B
391,391,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,18:50,U14 Girls Race,Youth Only,Band 5 (<10 Entrants),B
392,392,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,19:40,U16 Boys Race,Youth Only,Band 5 (<10 Entrants),A
393,393,259607,Salt Ayre Cog Set Youth Races Week 3 - Supported by the Edge Cycleworks,04/05/22,Wed,Closed Circuit,4 May 22,19:40,U16 Girls Race,Youth Only,Band 5 (<10 Entrants),A
395,395,259778,Sussex Cycle Racing League Track League #3,04/05/22,Wed,Track,4 May 22,18:45,All Youth Categories (A/B/C/D/E),Youth Only,,"A, B, C, D, E"
396,396,259778,Sussex Cycle Racing League Track League #3,04/05/22,Wed,Track,4 May 22,18:45,Juniors,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
397,397,259778,Sussex Cycle Racing League Track League #3,04/05/22,Wed,Track,4 May 22,18:45,Seniors,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
399,399,261707,HHCC Santini Bovingdon Bomber #2 - Intro to Racing Night (Men & Women),04/05/22,Wed,Closed Circuit,4 May 22,01:00,Intro to Racing - Womens cat 3/4,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
400,400,261707,HHCC Santini Bovingdon Bomber #2 - Intro to Racing Night (Men & Women),04/05/22,Wed,Closed Circuit,4 May 22,18:45,Intro to Racing - Mens cat 4,Regional C,,"4th, Junior"
402,402,261953,PNECC - Dick Evans Memorial Summer Series - Powered by NoPinz #1,04/05/22,Wed,Closed Circuit,4 May 22,18:15,Novice,Go-Race,,"4th, N/A"
403,403,261953,PNECC - Dick Evans Memorial Summer Series - Powered by NoPinz #1,04/05/22,Wed,Closed Circuit,4 May 22,18:50,4th Cat only,Regional C+,Band 5,4th
404,404,261953,PNECC - Dick Evans Memorial Summer Series - Powered by NoPinz #1,04/05/22,Wed,Closed Circuit,4 May 22,19:30,3rd Cat only,Regional C+,Band 5,3rd
405,405,261953,PNECC - Dick Evans Memorial Summer Series - Powered by NoPinz #1,04/05/22,Wed,Closed Circuit,4 May 22,20:15,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
407,407,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,19:30,E/1/2/3/4,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
408,408,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,19:30,Women (E/1/2/3/4),Regional C+,Band 5 (<10 Entrants),"1st, 2nd, 3rd, 4th, Elite"
409,409,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:45,U16 Boys,Youth Only,Band 5 (<10 Entrants),A
410,410,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:45,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
411,411,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:45,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
412,412,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:45,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
413,413,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:45,U12 Boys,Youth Only,,C
414,414,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:45,U12 Girls,Youth Only,,C
415,415,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:15,U10 Boys,Youth Only,,D
416,416,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:15,U10 Girls,Youth Only,,D
417,417,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:15,U8 Boys,Youth Only,,E
418,418,262217,Dolan Litherland Circuit League 2022 (#3),04/05/22,Wed,Closed Circuit,4 May 22,18:15,U8 Girls,Youth Only,,E
420,420,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,20:30,U16 Boys,Youth Only,Band 5,A
421,421,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,19:30,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
422,422,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,20:00,U14 Boys,Youth Only,Band 5,B
423,423,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,19:30,U14 Girls,Youth Only,Band 5,B
424,424,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,19:15,U12 Boys,Youth Only,,C
425,425,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,19:15,U12 Girls,Youth Only,,C
426,426,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,19:00,U10 Boys,Youth Only,,D
427,427,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,19:00,U10 Girls,Youth Only,,D
428,428,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,18:45,U8 Boys,Youth Only,,E
429,429,262595,White Rose Youth League 2022 - Wednesday 1,04/05/22,Wed,Closed Circuit,4 May 22,18:45,U8 Girls,Youth Only,,E
431,431,263198,Tour Series- Galashiels,04/05/22,Wed,Town Centre Crit,4 May 22,17:30,E/1/2 Men,National A,Band 2,"1st, 2nd, Elite"
432,432,263198,Tour Series- Galashiels,04/05/22,Wed,Town Centre Crit,4 May 22,19:30,E/1/2/3 Women,National A,Band 2,"1st, 2nd, Elite"
434,434,269211,Beveren-Leie 1.12A,04/05/22,Wed,Road,4 May 22,01:00,Elite Men,Foreign National,Band 2,"1st, 2nd, 3rd, Elite"
436,436,256652,Team PB Performance Circuit Races @ Mallory Park #4,05/05/22,Thu,Closed Circuit,5 May 22,18:30,3/4,Regional C+,Band 5,"3rd, 4th"
437,437,256652,Team PB Performance Circuit Races @ Mallory Park #4,05/05/22,Thu,Closed Circuit,5 May 22,19:31,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite"
438,438,256652,Team PB Performance Circuit Races @ Mallory Park #4,05/05/22,Thu,Closed Circuit,5 May 22,19:30,2/3/4 Women,Regional C+,Band 5 (<10 Entrants),"2nd, 3rd, 4th"
440,440,256746,Spokes RT - May Chase 1 (Cancelled),05/05/22,Thu,Closed Circuit,5 May 22,17:50,Youth A Boys,Youth Only,Band 5,A
441,441,256746,Spokes RT - May Chase 1 (Cancelled),05/05/22,Thu,Closed Circuit,5 May 22,17:50,Youth A Girls,Youth Only,Band 5,A
442,442,256746,Spokes RT - May Chase 1 (Cancelled),05/05/22,Thu,Closed Circuit,5 May 22,17:50,Youth B Boys,Youth Only,Band 5,B
443,443,256746,Spokes RT - May Chase 1 (Cancelled),05/05/22,Thu,Closed Circuit,5 May 22,17:50,Youth B Girls,Youth Only,Band 5,B
444,444,256746,Spokes RT - May Chase 1 (Cancelled),05/05/22,Thu,Closed Circuit,5 May 22,18:30,4th Cat Chase,Regional C+,Band 5,4th
