,Unnamed: 0,Event_ID,Event_Title,Event_Date,Event_Day,Event_Type,Race_Date,Race_Time,Race_Name,Race_Classification,Race_Band,Race_Category
44,44,293159,PORTSMOUTH EVENING CIRCUITS #02,03/04/24,Wed,Closed Circuit,3 Apr 24,18:00,U8 Boys & Girls,Youth Only,,E
45,45,293159,PORTSMOUTH EVENING CIRCUITS #02,03/04/24,Wed,Closed Circuit,3 Apr 24,18:00,U10 Boys & Girls,Youth Only,,D
46,46,293159,PORTSMOUTH EVENING CIRCUITS #02,03/04/24,Wed,Closed Circuit,3 Apr 24,18:00,U12 Boys & Girls,Youth Only,,C
47,47,293159,PORTSMOUTH EVENING CIRCUITS #02,03/04/24,Wed,Closed Circuit,3 Apr 24,18:30,U14,Youth Only,Band 5 (<10 Entrants),B
48,48,293159,PORTSMOUTH EVENING CIRCUITS #02,03/04/24,Wed,Closed Circuit,3 Apr 24,18:30,U16,Youth Only,Band 5 (<10 Entrants),A
49,49,293159,PORTSMOUTH EVENING CIRCUITS #02,03/04/24,Wed,Closed Circuit,3 Apr 24,19:00,3rd Cat only,Regional C+,Band 5,"3rd, Junior"
50,50,293159,PORTSMOUTH EVENING CIRCUITS #02,03/04/24,Wed,Closed Circuit,3 Apr 24,19:30,E/1/2/3,Regional C+,Band 5,"1st, 2nd, 3rd, Elite, Junior"
52,52,294998,Convene ESG Track League - Round 1,03/04/24,Wed,Track,3 Apr 24,18:00,Youth,Youth Only,,"A, B, C, D, E, N/A"
53,53,294998,Convene ESG Track League - Round 1,03/04/24,Wed,Track,3 Apr 24,19:00,Senior,Regional C,,"1st, 2nd, 3rd, 4th, A, Elite, Junior, N/A"
55,55,299001,Holiday Off Road Challenge,03/04/24,Wed,Cyclo-Cross,3 Apr 24,12:00,Half Term Off Road Challenge,Go-Ride Racing,,
57,57,304022,Région Pays de la Loire Tour - Féminin (UCI/1.2),03/04/24,Wed,Road,3 Apr 24,09:00,Elite Women,Foreign National,Band 2,"1st, 2nd, 3rd, Elite"
59,59,304009,Circuit des Ardennes (UCI/2.2),07/04/24,Thu,Road,4 Apr 24,09:00,Stage 1,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
60,60,304009,Circuit des Ardennes (UCI/2.2),07/04/24,Thu,Road,5 Apr 24,09:00,Stage 2,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
61,61,304009,Circuit des Ardennes (UCI/2.2),07/04/24,Thu,Road,6 Apr 24,09:00,Stage 3,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
62,62,304009,Circuit des Ardennes (UCI/2.2),07/04/24,Thu,Road,7 Apr 24,09:00,Stage 4,Foreign National,Band 4,"1st, 2nd, 3rd, Elite"
63,63,304009,Circuit des Ardennes (UCI/2.2),07/04/24,Thu,Road,7 Apr 24,09:00,Final Classification,Foreign National,Band 2,"1st, 2nd, 3rd, Elite"
65,65,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,5 Apr 24,15:30,Girls - General Classification,Youth Only,Band 5,"A, B"
66,66,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,8 Apr 24,09:00,Youth A - General Classification,Youth Only,Band 5,A
67,67,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,6 Apr 24,10:00,Youth A Girls Prologue,Youth Only,Band 5,A
68,68,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,6 Apr 24,10:00,Youth A Prologue,Youth Only,Band 5,A
69,69,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,6 Apr 24,14:00,Girls Stage 1,Youth Only,Band 5,"A, B"
70,70,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,6 Apr 24,14:00,Youth A Stage 1,Youth Only,Band 5,A
71,71,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,7 Apr 24,10:00,Girls Stage 2,Youth Only,Band 5,"A, B"
72,72,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,7 Apr 24,10:00,Youth A Stage 2,Youth Only,Band 5,A
73,73,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,7 Apr 24,14:00,Girls Stage 4,Youth Only,Band 5,"A, B"
74,74,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,7 Apr 24,14:00,Youth A Stage 4,Youth Only,Band 5,A
75,75,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,8 Apr 24,09:00,Girls Stage 5,Youth Only,Band 5,"A, B"
76,76,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,8 Apr 24,09:00,Youth A Stage 5,Youth Only,Band 5,A
77,77,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,5 Apr 24,15:30,Youth A - Team Entry deposit,Youth Only,,A
78,78,291720,Scottish Cycling Youth Tour of Scotland 2024,08/04/24,Fri,Road,5 Apr 24,15:30,Girls - Team Entry deposit,Youth Only,,"A, B"
80,80,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,11:30,E/1/2/3,Regional C+,Band 3,"1st, 2nd, 3rd, Elite, Junior"
81,81,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,12:45,Youth U10 & U8 Boys & Girls,Youth Only,,"D, E"
82,82,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,13:05,Youth U12 Boys & Girls,Youth Only,,C
83,83,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,13:30,U14 Boys,Youth Only,Band 5 (<10 Entrants),B
84,84,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,14:15,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
85,85,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,14:15,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
86,86,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,15:00,U16 Open,Youth Only,Band 5 (<10 Entrants),A
87,87,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,10:30,3rd Cat only,Regional B,Band 5,"3rd, Junior"
88,88,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,09:00,4th Cat only,Regional C+,Band 5 (<10 Entrants),"4th, Junior"
89,89,295365,OMEGA PORTSMOUTH CIRCUITS #01,06/04/24,Sat,Closed Circuit,6 Apr 24,09:45,2/3/4 Women,Regional A,Band 5 (<10 Entrants),"2nd, 3rd, 4th, Junior, N/A"
91,91,295580,East London Velo Spring Crit,06/04/24,Sat,Closed Circuit,6 Apr 24,13:00,E123 Women only,National B,Band 4,
92,92,295580,East London Velo Spring Crit,06/04/24,Sat,Closed Circuit,6 Apr 24,13:01,Women only,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
93,93,295580,East London Velo Spring Crit,06/04/24,Sat,Closed Circuit,6 Apr 24,14:30,E123 Open,National B,Band 3,"1st, 2nd, 3rd, Elite"
94,94,295580,East London Velo Spring Crit,06/04/24,Sat,Closed Circuit,6 Apr 24,14:31,3/4 Open,Regional B,Band 5,"3rd, 4th, Junior"
96,96,296420,NCRA Spring Handicap Road Race No.4 - Promoted by Peterborough CC,06/04/24,Sat,Road,6 Apr 24,10:00,NCRA Spring Handicap Road Race No.4 - Promoted by Peterborough CC,Regional C+,Band 5,"3rd, 4th, Junior, N/A"
98,98,296516,Ennerdale 2024 Season openers. Race weekend 1,06/04/24,Sat,Closed Circuit,6 Apr 24,09:30,Masters,Regional Masters C+,Band 5,"1st, 2nd, 3rd, 4th, Elite, N/A"
99,99,296516,Ennerdale 2024 Season openers. Race weekend 1,06/04/24,Sat,Closed Circuit,6 Apr 24,11:30,E/1/2/3,National B,Band 3,"1st, 2nd, 3rd, Elite"
100,100,296516,Ennerdale 2024 Season openers. Race weekend 1,06/04/24,Sat,Closed Circuit,6 Apr 24,10:30,3/4,Regional C+,Band 5,"3rd, 4th"
102,102,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,7-9 Rippers Female,Non-Ranking,,
103,103,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,10-12 Rippers Female,Non-Ranking,,
104,104,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,13-16 Female,MTB National B,MTB 4X National B,"Juvenile, Youth"
105,105,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,17-29 Female,MTB National B,MTB 4X National B,"Junior, Senior"
106,106,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,30+ Female,MTB National B,MTB 4X National B,"G/Vet, Master, Veteran"
107,107,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Fun Class (No Licence Required) 13-16,Non-Ranking,,
108,108,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Big Fun Class (No Licence Required) 17+,Non-Ranking,,
109,109,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Elite 17+,MTB National B,MTB 4X Regional B,Elite
110,110,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Grand Veteran 50+,MTB National B,MTB 4X National B,G/Vet
111,111,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Rippers 7-9,Non-Ranking,,
112,112,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Rippers 10-12,Non-Ranking,,10-12
113,113,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Juvenile 13-14,MTB National B,MTB 4X National B,Juvenile
114,114,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Youth 15-16,MTB National B,MTB 4X National B,Youth
115,115,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Junior 17-18,MTB National B,MTB 4X National B,Junior
116,116,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Senior 19-29,MTB National B,MTB 4X National B,Senior
117,117,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Masters 30-40,MTB National B,MTB 4X National B,Master
118,118,297601,Schwalbe British 4X Series Round 1,06/04/24,Sat,MTB 4X,6 Apr 24,09:00,Veteran 40-50,MTB National B,MTB 4X National B,Veteran
120,120,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Elite,MTB Regional A,MTB DH Regional A,Elite
121,121,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Elite Female,MTB Regional A,MTB DH Regional A,Elite
122,122,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Expert,MTB Regional A,MTB DH Regional A,Expert
123,123,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,G Vet,MTB Regional A,MTB DH Regional A,G/Vet
124,124,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Junior,MTB Regional A,MTB DH Regional A,"Junior, Juvenile, Youth"
125,125,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Junior Female,MTB Regional A,MTB DH Regional A,"Junior, Juvenile, Youth"
126,126,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Juvenile (13-14),MTB Regional A,MTB DH Regional A,Juvenile
127,127,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Juvenile/Youth Female,MTB Regional A,,"Juvenile, Youth"
128,128,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Masters,MTB Regional A,,Master
129,129,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Senior,MTB Regional A,,Senior
130,130,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Senior Female,MTB Regional A,,"G/Vet, Master, Senior, Veteran"
131,131,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Veteran,MTB Regional A,MTB DH Regional A,Veteran
132,132,297982,Gravity Events Round1 Rheola,07/04/24,Sat,MTB DH,6 Apr 24,09:00,Youth (15-16),MTB Regional A,MTB DH Regional A,Youth
134,134,298921,Surrey League Circuit Race (One Resourcing RT),06/04/24,Sat,Closed Circuit,6 Apr 24,13:00,3/4,Regional C+,Band 5,"3rd, 4th"
135,135,298921,Surrey League Circuit Race (One Resourcing RT),06/04/24,Sat,Closed Circuit,6 Apr 24,14:30,2/3,Regional C+,Band 5,"2nd, 3rd"
137,137,304560,Milano - Busseto(1.13),06/04/24,Sat,Road,6 Apr 24,09:00,Senior Men,Foreign National,Band 2,"1st, 2nd, 3rd, Elite"
139,139,297117,WWCC Two Counties Road Race 2024,07/04/24,Sun,Road,7 Apr 24,09:30,WWCC Two Counties Road Race 2024,Regional B,Band 4,"3rd, 4th, Junior, N/A"
141,141,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Ripper,Non-Ranking,,12 and under
142,142,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Elite,MTB Regional A,MTB DH Regional A,Elite
143,143,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Expert,MTB Regional A,MTB DH Regional A,Expert
144,144,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Grand Veteran,MTB Regional A,MTB DH Regional A,G/Vet
145,145,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Veteran,MTB Regional A,MTB DH Regional A,Veteran
146,146,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Master,MTB Regional A,MTB DH Regional A,Master
147,147,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Senior,MTB Regional A,MTB DH Regional A,Senior
148,148,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Women 19+,MTB Regional A,MTB DH Regional A,"G/Vet, Master, Senior, Veteran"
149,149,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Women U19,MTB Regional A,MTB DH Regional A,"Junior, Juvenile, Youth"
150,150,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Junior,MTB Regional A,MTB DH Regional A,Junior
151,151,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Youth,MTB Regional A,MTB DH Regional A,Youth
152,152,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Juvenile,MTB Regional A,MTB DH Regional A,Juvenile
153,153,297118,Stockport World Downhill Series Round 1 2024,07/04/24,Sun,MTB DH,7 Apr 24,09:00,Hardtail Mixed,Non-Ranking,,
155,155,298071,FTP racing - odd down (Cancelled),07/04/24,Sun,Closed Circuit,7 Apr 24,10:00,FTP racing Odd Down Women's 3/4 race,Regional C,,"3rd, 4th, Junior, N/A"
156,156,298071,FTP racing - odd down (Cancelled),07/04/24,Sun,Closed Circuit,7 Apr 24,11:00,Mens 4th cat,Regional C,,"4th, Junior, N/A"
157,157,298071,FTP racing - odd down (Cancelled),07/04/24,Sun,Closed Circuit,7 Apr 24,12:00,women's E/1/2/3,Regional C,,"1st, 2nd, 3rd, Elite, Junior, N/A"
158,158,298071,FTP racing - odd down (Cancelled),07/04/24,Sun,Closed Circuit,7 Apr 24,13:00,Mens 3rd cat,Regional C,,3rd
159,159,298071,FTP racing - odd down (Cancelled),07/04/24,Sun,Closed Circuit,7 Apr 24,14:00,Mens E/1/2,Regional C,,"1st, 2nd, Elite"
161,161,298072,Danum Trophy Road Race 2024,07/04/24,Sun,Road,7 Apr 24,10:00,Danum Trophy Road Race 2023,National B,Band 2,"1st, 2nd, 3rd, Elite"
163,163,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,7-9 Rippers Female,Non-Ranking,,
164,164,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,10-12 Rippers Female,Non-Ranking,,
165,165,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,13-16 Female,MTB National B,MTB 4X National B,"Juvenile, Youth"
166,166,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,17-29 Female,MTB National B,MTB 4X National B,"Junior, Senior"
167,167,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,30+ Female,MTB National B,MTB 4X National B,"G/Vet, Master, Veteran"
168,168,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Fun Class (No Licence Required) 13-16,Non-Ranking,,
169,169,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Big Fun Class (No Licence Required) 17+,Non-Ranking,,
170,170,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Elite 17+,MTB National B,MTB 4X Regional B,Elite
171,171,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Grand Veteran 50+,MTB National B,MTB 4X National B,G/Vet
172,172,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Rippers 7-9,Non-Ranking,,
173,173,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Rippers 10-12,Non-Ranking,,10-12
174,174,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Juvenile 13-14,MTB National B,MTB 4X National B,Juvenile
175,175,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Youth 15-16,MTB National B,MTB 4X National B,Youth
176,176,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Junior 17-18,MTB National B,MTB 4X National B,Junior
177,177,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Senior 19-29,MTB National B,MTB 4X National B,Senior
178,178,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Masters 30-40,MTB National B,MTB 4X National B,Master
179,179,298117,Schwalbe British 4X Series Round 2,07/04/24,Sun,MTB 4X,7 Apr 24,09:00,Veteran 40-50,MTB National B,MTB 4X National B,Veteran
181,181,297915,London Dynamo Spring Road Race,07/04/24,Sun,Road,7 Apr 24,09:30,Mens E/1/2/3,National B,Band 2,"1st, 2nd, 3rd, Elite"
182,182,297915,London Dynamo Spring Road Race,07/04/24,Sun,Road,7 Apr 24,14:00,Womens 2/3/4,Regional A,Band 3,"2nd, 3rd, 4th"
184,184,298427,Stars of the South West U23 Road Race,07/04/24,Sun,Road,7 Apr 24,10:30,E123,National B,Band 2,"1st, 2nd, 3rd, Elite"
186,186,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,09:00,U8 Girls,Youth Only,,"A, B, C, D, E, N/A"
187,187,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,09:45,U8 Boys,Youth Only,,"E, N/A"
188,188,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,09:00,U10 Girls,Youth Only,,"A, B, C, D, E, N/A"
189,189,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,10:00,U10 Boys,Youth Only,,"D, N/A"
190,190,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,09:00,U12 Girls,Youth Only,,"A, B, C, D, E, N/A"
191,191,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,10:25,U12 Boys,Youth Only,,"C, N/A"
192,192,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,09:00,U14 Girls,Youth Only,Band 5 (<10 Entrants),"A, B, C, D, E, N/A"
193,193,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,10:50,U14 Boys,Youth Only,Band 5,"B, N/A"
194,194,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,09:00,U16 Girls,Youth Only,Band 5 (<10 Entrants),"A, B, C, D, E, N/A"
195,195,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,11:20,U16 Boys,Youth Only,Band 5,"A, N/A"
196,196,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,12:30,Cat 2/3/4,Regional A,Band 4,"2nd, 3rd, 4th, Junior, N/A"
197,197,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,13:45,Cat 2/3/4 Women Only,Regional A,Band 4,"2nd, 3rd, 4th, Junior, N/A"
198,198,299290,Matlock CC Darley Moor Circuit Race #1,07/04/24,Sun,Closed Circuit,7 Apr 24,13:45,Cat 4 Only,Regional C+,Band 5,"4th, Junior, N/A"
200,200,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Expert / Elite,MTB Regional B,MTB DH Regional B,"Elite, Expert"
201,201,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Hardtail,Non-Ranking,MTB DH Regional B,
202,202,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Ripper,Non-Ranking,MTB DH Regional B,12 and under
203,203,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Juvenile,MTB Regional B,MTB DH Regional B,Juvenile
204,204,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Junior,MTB Regional B,MTB DH Regional B,Junior
205,205,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Youth,MTB Regional B,MTB DH Regional B,Youth
206,206,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Senior,MTB Regional B,MTB DH Regional B,Senior
207,207,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Master,MTB Regional B,MTB DH Regional B,Master
208,208,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Veteran,MTB Regional B,MTB DH Regional B,Veteran
209,209,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Grand Veteran,MTB Regional B,MTB DH Regional B,G/Vet
210,210,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Female Ripper U12,Non-Ranking,,12 and under
211,211,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Female 13-16,MTB Regional B,MTB DH Regional B,"Juvenile, Youth"
212,212,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Female Junior (17-18),MTB Regional B,MTB DH Regional B,Junior
213,213,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Female Senior (19-29),MTB Regional B,MTB DH Regional B,Senior
214,214,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Female Masters (30-39),MTB Regional B,MTB DH Regional B,Master
215,215,300092,Woodlandriders Racing Winter series 2023-2024 Round3 (Cancelled),07/04/24,Sun,MTB DH,7 Apr 24,00:00,Female Veteran (40+),MTB Regional B,MTB DH Regional B,Veteran
217,217,304013,Watersley XCO Challenge,07/04/24,Sun,MTB XC,7 Apr 24,09:00,Female Elite,MTB National B,MTB XC National B,"Elite, Expert, Sport"
219,219,292524,Reading Track League 2024 #1 (Cancelled),08/04/24,Mon,Track League,8 Apr 24,19:00,All riders,Regional C,,"1st, 2nd, 3rd, 4th, A, B, C, D, E, Elite, Junior, N/A"
221,221,295333,Monday Night Track League Round 13 2024,08/04/24,Mon,Track League,8 Apr 24,19:00,Junior Entry,Regional C,,Junior
222,222,295333,Monday Night Track League Round 13 2024,08/04/24,Mon,Track League,8 Apr 24,19:00,Masters entry,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
223,223,295333,Monday Night Track League Round 13 2024,08/04/24,Mon,Track League,8 Apr 24,19:00,Senior Entry (2/3/4/W/V),Regional C,,"2nd, 3rd, 4th, Junior"
224,224,295333,Monday Night Track League Round 13 2024,08/04/24,Mon,Track League,8 Apr 24,19:00,Sprinters Group,Regional C,,"A, B, Junior"
225,225,295333,Monday Night Track League Round 13 2024,08/04/24,Mon,Track League,8 Apr 24,19:00,Youth Entry,Youth Only,,"A, B, C, D, E"
227,227,294673,Bike Shed Racing at Thruxton with Pronto Bikes - Round 1,09/04/24,Tue,Closed Circuit,9 Apr 24,18:30,E/1/2/3 Open,Regional C+,Band 5,"1st, 2nd, 3rd, Elite, Junior"
228,228,294673,Bike Shed Racing at Thruxton with Pronto Bikes - Round 1,09/04/24,Tue,Closed Circuit,9 Apr 24,18:31,3/4 Open,Regional C+,Band 5,"3rd, 4th, Junior"
229,229,294673,Bike Shed Racing at Thruxton with Pronto Bikes - Round 1,09/04/24,Tue,Closed Circuit,9 Apr 24,18:32,E/1/2/3/4 Women,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite, Junior"
231,231,295883,Maindy Flyers Freewheel League 2024 Round 1/3,09/04/24,Tue,Closed Circuit,9 Apr 24,17:00,Youth A Girls,Youth Only,Band 5 (<10 Entrants),A
232,232,295883,Maindy Flyers Freewheel League 2024 Round 1/3,09/04/24,Tue,Closed Circuit,9 Apr 24,17:00,Youth A Open,Youth Only,Band 5 (<10 Entrants),A
